conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,uniskill_domain,domain_reason
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,skill/competence,cross-sector,identify legal requirements,identify legal and normative requirements and standards,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conduct research for applicable legal and normative procedures and standards, analyse and derive legal requirements that apply to the organisation, its policies and products.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,skill/competence,cross-sector,address problems critically,"think critically about problems
thinking critically about problems
thinking about problems critically
think about problems critically
critically addressing problems
addressing problems critically
critically address problems",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify the strengths and weaknesses of various abstract, rational concepts, such as issues, opinions, and approaches related to a specific problematic situation in order to formulate solutions and alternative methods of tackling the situation.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d,knowledge,sector-specific,BlackBerry,BlackBerry System,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The system software BlackBerry consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba1b0441-a6b8-4e57-8ccc-871012f63e42,knowledge,sector-specific,trading software,"trading application
trading software solution","Multifonds
Kondor+
Murex",released,2024-02-08T11:56:53.573Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The finance and trading integrated software solutions.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baf1fadb-975a-42be-9744-d8ba02304d09,knowledge,sector-specific,Samurai Web Testing Framework,"OWASP Samurai WTF
SamuraiWTF",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The linux environment Samurai Web Testing Framework is a specialised penetration testing tool which tests security weaknesses of websites for potentially unauthorised access.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2,skill/competence,cross-sector,develop statistical software,"define statistical software
prepare statistical software
developing statistical software
create statistical software
write statistical software",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Participate in the various development stages of computer programs for econometric and statistical analysis, such as research, new product development, prototyping, and maintenance.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,skill/competence,sector-specific,implement anti-virus software,"load malware protection
loading malware protection
installing anti-malware software
install anti-virus software
anti-virus software installing
install anti-malware software
anti-malware software installing
implementing anti-virus software
anti-virus software implementing
installing anti-virus software",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Download, install and update software to prevent, detect and remove malicious software, such as computer viruses.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,knowledge,sector-specific,SAP R3,"SAP R/3
SAP R/3 Enterprise Edition
SAP S/4 HANA
SAP R/1
SAP ERP
SAP R/2
SAP R/3 Enterprise Central Component
SAP ERP 6.0: Enhancement Packages",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAP R3.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc067d2e-e151-408f-8e34-24effd2b7fd6,skill/competence,sector-specific,use e-procurement,"use electronic procurement
employ e-procurement
employ electronic procurement
utilize e-procurement
utilise e-procurement",,released,2024-02-26T16:54:21.107Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use digital procurement technologies and e-procurement applications and tools in order to reduce administrative burden, improve efficiency, and strengthen transparency and accountability of procurement procedures.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,skill/competence,cross-sector,manage digital identity,protecting privacy and identity on the Internet,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/digcomp","Create and manage one or multiple digital identities, be able to protect one's own reputation, deal with the data that one produces through several digital tools, environments and services.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,knowledge,sector-specific,cloud technologies,"cloud computing
edge computing",AWS,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The technologies which enable access to hardware, software, data and services through remote servers and software networks irrespective of their location and architecture.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95,knowledge,cross-sector,business strategy concepts,"strategic business operations
strategic and operational business mindset
business strategy level
business strategy tiers",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The terminology related to the design and implementation of major trends and aims which are taken by an organisation's executives, while keeping in mind its resources, competition and environments.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,skill/competence,sector-specific,measure software usability,"usability evaluation
perform software usability testing",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Check the convenience of the software product for the end user. Identify user problems and make adjustments to improve usability practice. Collect input data on how users evaluate software products.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,skill/competence,cross-sector,make data-driven decisions,take decisions based on data,,released,2023-10-26T09:58:48.512Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collect data such as Key Performance Indicators (KPIs) for an organisation and use the information to formulate actions and strategies.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,knowledge,sector-specific,Swift (computer programming),"Swift programming paradigms
Swift software development techniques
Swift software development principles
Swift
Swift algorithms",,released,2024-02-26T09:15:55.843Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,knowledge,sector-specific,ICT project management methodologies,"Code and fix development
Benefits realization management
Agile
Scrum
structured methodology
prince2
Extreme project management
agile
Critical chain project management
software development methodologies
project management framework
project management software","Benefits realization management
Jira
Kanban
Critical chain project management
Code and fix development
Extreme project management
Scrum",released,2025-04-17T13:04:43.31Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methodologies or models for planning, managing and overseeing of ICT resources in order to meet specific goals, such methodologies are Waterfall, Incremental, V-Model, Scrum or Agile and using project management ICT tools.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,skill/competence,sector-specific,implement ICT network diagnostic tools,use network diagnostics tools,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision making.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,knowledge,sector-specific,SQL Server,MS SQL Server,"Azure SQL Database
Microsoft SQL Server
SQL Server Standard Edition
SQL Server Enterprise Edition
SQL Server 2014
Microsoft SQL Server Compact
SQL Server 2008
SQL Server 2005
SQL Server Web Edition
SQL Server 2012
SQL Server Developer Edition
SQL Server Express Edition
MySQL
SQL Server Workgroup Edition",released,2023-07-11T15:16:17.709Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,skill/competence,sector-specific,implement cloud security and compliance,cloud security and compliance,,released,2023-04-13T13:38:13.208Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Implement and manage security policies and access controls on cloud. Differentiate between the roles and responsibilities within the shared responsibility model.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1f29568-f2bb-49d2-b6c2-28748bd1629b,skill/competence,sector-specific,manage online content,manage website content,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Ensure the website content is up to date, organised, attractive and meets the target audience needs, the requirements of the company and international standards by checking the links, setting the publishing time framework and order.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,skill/competence,cross-sector,provide ICT support,"contribute ICT support
ICT support provision
administer ICT support
furnish ICT support
provision of ICT support
arrange ICT support
providing ICT support",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,skill/competence,cross-sector,ensure proper document management,"ensure proper management of documents
ensure management of proper documents
control record keeping system
double-check document management",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Guarantee that the tracking and recording standards and rules for document management are followed, such as ensuring that changes are identified, that documents remain readable and that obsoleted documents are not used.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,knowledge,cross-sector,style sheet languages,"Formatted Output Specification Instance
Extensible Stylesheet Language
cascading style sheets
CSS
SMIL Timesheets
Document Style Semantics and Specification Language","Formatted Output Specification Instance
SMIL Timesheets
Document Style Semantics and Specification Language
Extensible Stylesheet Language",released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The field of computer language that conveys the presentation of structured documents such as Cascading Style Sheets (CSS). These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0,skill/competence,sector-specific,implement spam protection,"implementing email spam filter
install spam filter
implement email spam filter
installing spam filter
implementing spam protection
spam protection implementing
load spam filter",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Install and configure software that supports email-users to filter messages that contain malware or that are unsolicited.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,skill/competence,cross-sector,apply technical communication skills,"application of technical communication skills
implement technical communication skills
utilise technical communication skills
employ technical communication skills
applying technical communication skills
administer technical communication skills",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Explain technical details to non-technical customers, stakeholders, or any other interested parties in a clear and concise manner.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3687b34-fe53-4db2-ad1b-5055a6c5b6fd,skill/competence,cross-sector,organise project meetings,"plan project meetings
handle project meetings logistic
schedule project sessions
manage project meetings
arrange project sessions",,released,2024-02-29T15:42:09.773Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Organise project meetings such as the project kick-off meeting and the project review meeting. Plan the meeting agenda, set up conference calls, address any logistical needs and prepare documentation or hand-outs needed for the meeting. Ensure the participation of the project team, the project client and other relevant stakeholders. Draft and circulate the meeting minutes.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,knowledge,sector-specific,MATLAB,"MATLAB software development principles
MATLAB coding techniques
MATLAB algorithms
MATLAB software development techniques
MATLAB programming paradigms",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in MATLAB.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,skill/competence,cross-sector,write scientific publications,"scientific paper writing
draw up scientific papers
draft scientific papers",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Present the hypothesis, findings, and conclusions of your scientific research in your field of expertise in a professional publication.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,skill/competence,cross-sector,deliver visual presentation of data,"create data visualisation
visualise data",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create visual representations of data such as charts or diagrams for easier understanding.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,knowledge,sector-specific,ICT architectural frameworks,"ICT architectural structure
ICT architectural requirements
ICT architectural framework",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The set of requirements that describe an information system's architecture.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb,skill/competence,sector-specific,implement front-end website design,"provide front-end website design
design and develop front-end website",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Develop website layout and enhance user experience based on provided design concepts.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,knowledge,sector-specific,application usability,software usability,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The process through which the learnability, efficiency, usefulness and ease of use of a software application can be defined and measured.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,skill/competence,cross-sector,report analysis results,use data reporting,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as potential interpretations of the results.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,skill/competence,cross-sector,give live presentation,"giving live presentations
give a live presentation
give live presentations
arrange live presentation
convey live presentation
deliver live presentation",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Deliver a speech or talk in which a new product, service, idea, or piece of work is demonstrated and explained to an audience.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666,knowledge,sector-specific,unstructured data,types of unstructured data,,released,2025-04-16T12:01:10.304Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The information that is not arranged in a pre-defined manner or does not have a pre-defined data model and is difficult to understand and find patterns in without using techniques such as data mining.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,knowledge,sector-specific,CA Datacom/DB,"CA-Datacom/DB
CA Datacom
DATACOM/DB",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program CA Datacom/DB is a tool for creating, updating and managing databases, currently developed by the software company CA Technologies.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,knowledge,sector-specific,Salt (tools for software configuration management),Salt,,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The tool Salt is a software program to perform configuration identification, control, status accounting and audit.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,knowledge,cross-sector,quality assurance methodologies,"quality assurance plans
quality assurance methodology
quality assurance approaches
quality assurance arrangements
quality assurance processes",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Quality assurance principles, standard requirements, and the set of processes and activities used for measuring, controlling and ensuring the quality of products and processes.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,knowledge,sector-specific,LINQ,Language Integrated Query,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer language LINQ is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,knowledge,sector-specific,ICT recovery techniques,"ICT recovery techniques for corrupted software components
ICT recovery techniques for hardware
ICT recovery techniques for corrupted data
ICT recovery methods
ICT recovery techniques for damaged and corrupted software components",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques for recovering hardware or software components and data, after failure, corruption or damage.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,knowledge,sector-specific,ICT system user requirements,"analysis of user requirement in ICT systems
analysis of user requirements in ICT systems",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The process intended to match user and organisation's needs with system components and services, by taking into consideration the available technologies and the techniques required to elicit and specify requirements, interrogating users to establish symptoms of problem and analysing symptoms.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cace7a77-38b7-4cdf-8171-e17692bef5f6,skill/competence,cross-sector,respond to customers' inquiries,"deal with client's enquiries
respond to a customer inquiry
answer customers' inquiries
respond to inquiries by customers",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Answer customers' questions about itineraries, rates and reservations in person, by mail, by e-mail and on the phone.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d,skill/competence,sector-specific,review development process of an organisation,"review development process of an organization
judge development process of an organisation
judge development process of an organization
assess development process of an organization
assess development process of an organisation",,released,2024-02-26T10:05:36.415Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Judge, review and decide on directions of innovation and development processes in an organisation in order to improve efficiency and reduce costs.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,skill/competence,sector-specific,manage standards for data exchange,set standards for data transformation,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Set and maintain standards for transforming data from source schemas into the necessary data structure of a result schema.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b,skill/competence,cross-sector,manage a team,"direct a team
managing a team
supervise a team
manage the team",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ensure clear and effective channels of communication across all departments within the organisation and support functions, both internally and externally ensuring that the team is aware of the standards and objectives of the department/business unit. Implement the disciplinary and grievance procedures as required ensuring that a fair and consistent approach to managing performance is consistently achieved. Assist in the recruitment process and manage, train and motivate employees to achieve/exceed their potential using effective performance management techniques. Encourage and develop a team ethic amongst all employees.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,skill/competence,sector-specific,apply ICT systems theory,"follow the theoretical principles for ICT systems
implement theoretical notions for ICT systems
follow the principles of ICT systems theory
implement principles for ICT systems
implement theoretical principless for ICT systems",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Implement principles of ICT systems theory in order to explain and document system characteristics that can be applied universally to other systems.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,skill/competence,cross-sector,develop professional network with researchers and scientists,"cultivate a professional circle in academia
foster relationships with researchers and scientists
establish connections with researchers and scientists",,released,2024-03-01T12:37:18.21Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Develop alliances, contacts or partnerships, and exchange information with others. Foster integrated and open collaborations where different stakeholders co-create shared value research and innovations. Develop your personal profile or brand and make yourself visible and available in face-to-face and online networking environments.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,knowledge,sector-specific,data quality assessment,"data quality analysis
analyse data quality",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The process of revealing data issues using ​quality indicators, measures and metrics in order to plan data cleansing and data enrichment strategies according to data quality criteria.",in_domain,linked to the selected IT occupations
